C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_37_966.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_37_966.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_37_966.jpg, 0, 0, 0, 8.080076E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_068.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_068.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_068.jpg, 0, 0, 0, 7.835597E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_172.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_172.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_172.jpg, 0, 0, 0, 7.851074E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_274.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_274.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_274.jpg, 0, 0, 0, 7.867267E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_380.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_380.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_380.jpg, 0, 0, 0, 7.802463E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_481.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_481.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_481.jpg, 0, 0, 0, 7.987103E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_587.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_587.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_587.jpg, 0, 0, 0, 7.845752E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_692.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_692.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_692.jpg, 0, 0, 0, 7.82405E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_792.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_792.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_792.jpg, 0, 0, 0, 7.928644E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_38_899.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_38_899.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_38_899.jpg, 0, 0, 0, 7.963837E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_001.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_001.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_001.jpg, 0, 0, 0, 7.87141E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_102.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_102.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_102.jpg, 0, 0, 0, 7.798152E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_203.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_203.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_203.jpg, 0, 0, 0, 7.797567E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_303.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_303.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_303.jpg, 0, 0, 0, 7.83237E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_404.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_404.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_404.jpg, 0, 0, 0, 7.839885E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_507.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_507.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_507.jpg, 0, 0, 0, 7.816235E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_609.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_609.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_609.jpg, 0, 0, 0, 7.818065E-05
C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\center_2021_08_23_11_40_39_711.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\left_2021_08_23_11_40_39_711.jpg, C:\Users\weraz\Desktop\simulator-windows-64\training_data\IMG\right_2021_08_23_11_40_39_711.jpg, 0, 0, 0, 7.939379E-05
